identifier,file,description,date,title,publisher,language,mediatype,eprintid,subject[0],subject[1],subject[2],subject[3],subject[4],subject[5],subject[6],creator[0],creator[1],division[0],division[1],copyright_holder[0],collection
mmu-eprint-800,"D:\Exam paper\Exam paper 5\id\eprint\800\1\40441.pdf","Trimester 2 2015/2016	Trimester 2","2016-03-02","BMK 2824 - Consumer Behavior Distance Education",,eng,texts,800,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-294,"D:\Exam paper\Exam paper 5\id\eprint\294\1\39928.pdf","Tri 2 2015/2016","2016-03-02","BOS 3034 - Organizational Systems In Information Age",,eng,texts,294,T1,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-3169,"D:\Exam paper\Exam paper 5\id\eprint\3169\1\39991.pdf","TRI 2 2015/2016","2016-03-02","DPA 5018 - Programming For Business Applications",,eng,texts,3169,QA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-6569,"D:\Exam paper\Exam paper 5\id\eprint\6569\1\39991.pdf","Trimester 2 2015/2016","2016-03-02","DPA 5018 - Programming For Business Applications",,eng,texts,6569,QA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-802,"D:\Exam paper\Exam paper 5\id\eprint\802\1\40444.pdf","Trimester 22015/2016","2016-03-02","PAT 0065 - Financial Accounting",,eng,texts,802,HF,HF5601,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-1420,"D:\Exam paper\Exam paper 5\id\eprint\1420\1\39740.pdf","Trimester 2 2015/2016","2016-03-01","HBC 1021 - Biochemistry 2",,eng,texts,1420,QP,,,,,,,"Faculty of Applied Communication, FAC",,LIFE,,,opensource
mmu-eprint-2412,"D:\Exam paper\Exam paper 5\id\eprint\2412\1\40543.pdf","Trimester 2 2015/2016","2016-03-01","LEG 0025 - Essentials Of English Grammar 2",,eng,texts,2412,PE,,,,,,,"Faculty of Applied Communication, FAC",,LIFE,,,opensource
mmu-eprint-1338,"D:\Exam paper\Exam paper 5\id\eprint\1338\1\40388.pdf","TRI 2, 2015/2016","2016-03-01","TCP 2201 - Object Oriented Analysis And Design",,eng,texts,1338,QA,QA76,,,,,,"Faculty of Computing and Informatics, FCI",,FCI,,,opensource
mmu-eprint-6341,"D:\Exam paper\Exam paper 5\id\eprint\6341\1\40389.pdf","TRI 2, 2015/2016","2016-03-01","MSA 1013 - Multimedia Authoring And Scripting",,eng,texts,6341,QA,QA76,,,,,,"Faculty of Creative Multimedia, FCM",,FCM,,,opensource
mmu-eprint-6673,"D:\Exam paper\Exam paper 5\id\eprint\6673\1\40488.pdf","Trimester 2 2015/2016","2016-03-01","MVR 2053 - Collaborative Virtual Environment",,eng,texts,6673,QA,,,,,,,"Faculty of Creative Multimedia, FCM",,FCM,,,opensource
mmu-eprint-9071,"D:\Exam paper\Exam paper 5\id\eprint\9071\1\39706.pdf","Trimester 2 2015 / 2016","2016-03-01","TCS 2221 - Computer Graphics",,eng,texts,9071,T1,,,,,,,"Faculty of Information Science and Technology, FIST",,FIST,,,opensource
mmu-eprint-9085,"D:\Exam paper\Exam paper 5\id\eprint\9085\1\39716.pdf","Trimester 2 2015 / 2016","2016-03-01","TIS 2251 - Management Information Systems",,eng,texts,9085,T1,,,,,,,"Faculty of Information Science and Technology, FIST",,FIST,,,opensource
mmu-eprint-262,"D:\Exam paper\Exam paper 5\id\eprint\262\2\39470.pdf","Trimester 2 2015 / 2016","2016-03-01","UDL 3622 - Land Law 2",,eng,texts,262,K1,,,,,,,"Faculty of Law, FOL",,,,,opensource
mmu-eprint-9509,"D:\Exam paper\Exam paper 5\id\eprint\9509\1\40239.pdf","TRI 2 2015/2016","2016-03-01","BAC 1034 - Principles Of Financial Accounting",,eng,texts,9509,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-1199,"D:\Exam paper\Exam paper 5\id\eprint\1199\1\39815.pdf","TRI 2 2015/2016","2016-03-01","BAC 1054 - Principles Of Management Accounting",,eng,texts,1199,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-2501,"D:\Exam paper\Exam paper 5\id\eprint\2501\1\39815.pdf","Trimester 2 2015/2016","2016-03-01","BAC 1054 - Principles Of Management Accounting",,eng,texts,2501,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-996,"D:\Exam paper\Exam paper 5\id\eprint\996\1\39811.pdf","TRI 2 2015/2016","2016-03-01","BAC 3654 - Professional Ethics",,eng,texts,996,K1,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-2496,"D:\Exam paper\Exam paper 5\id\eprint\2496\1\39811.pdf","Trimester 2 2015/2016","2016-03-01","BAC 3654 - Professional Ethics",,eng,texts,2496,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-1158,"D:\Exam paper\Exam paper 5\id\eprint\1158\1\39818.pdf","TRI 2 2015/2016","2016-03-01","BAC 4624 - Advanced Accounting Information Systems",,eng,texts,1158,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-2505,"D:\Exam paper\Exam paper 5\id\eprint\2505\1\39818.pdf","Trimester 2 2015/2016","2016-03-01","BAC 4624 - Advanced Accounting Information Systems",,eng,texts,2505,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-754,"D:\Exam paper\Exam paper 5\id\eprint\754\1\40384.pdf","Trimester 2 2015/2016","2016-03-01","BBM 3034 - Business Modelling And Simulation",,eng,texts,754,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-6658,"D:\Exam paper\Exam paper 5\id\eprint\6658\1\40371.pdf","Trimester 2 2015/2016","2016-03-01","BCB 2844 - Compensation And Benefits",,eng,texts,6658,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-822,"D:\Exam paper\Exam paper 5\id\eprint\822\1\40487.pdf","Trimester 2 2015/2016","2016-03-01","BEC 1844 - Macroeconomics",,eng,texts,822,HB,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-6661,"D:\Exam paper\Exam paper 5\id\eprint\6661\1\40377.pdf","Trimester 2 2015/2016","2016-03-01","BFN 3204 - Credit Analysis And Lending Management",,eng,texts,6661,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-719,"D:\Exam paper\Exam paper 5\id\eprint\719\1\40372.pdf","Trimester 2 2015/2016","2016-03-01","BIP 2044 - Internet Programming",,eng,texts,719,TK,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-721,"D:\Exam paper\Exam paper 5\id\eprint\721\1\40376.pdf","Trimester 2 2015/2016","2016-03-01","BMP 2014 - Mathematical Programming",,eng,texts,721,QA,QA76,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-773,"D:\Exam paper\Exam paper 5\id\eprint\773\1\40387.pdf","Trimester 2 2015/2016","2016-03-01","BSA 1024 - Statistics",,eng,texts,773,HA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-820,"D:\Exam paper\Exam paper 5\id\eprint\820\1\40483.pdf","Trimester 2 2015/2016","2016-03-01","PBU 0045 - Introduction To Business Management",,eng,texts,820,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-5948,"D:\Exam paper\Exam paper 5\id\eprint\5948\1\39529.pdf","Tri 1, 2015/2016","2016-02-29","BHR 3154 - Leadership",,eng,texts,5948,HD,,,,,,,"Faculty Of Business, FOB",,fac_med,,,opensource
mmu-eprint-1550,"D:\Exam paper\Exam paper 5\id\eprint\1550\1\39747.pdf","Trimester 2 2015/2016","2016-02-29","HPB 2031 - Bioinformatics Algorithms 1",,eng,texts,1550,QH301,QH426,,,,,,"Faculty of Applied Communication, FAC",,LIFE,,,opensource
mmu-eprint-2458,"D:\Exam paper\Exam paper 5\id\eprint\2458\1\40575.pdf","Trimester 2 2015/2016","2016-02-29","LEI 0047 - Basic English",,eng,texts,2458,PE,,,,,,,"Faculty of Applied Communication, FAC",,LIFE,,,opensource
mmu-eprint-2453,"D:\Exam paper\Exam paper 5\id\eprint\2453\1\40568.pdf","Trimester 2 2015/2016","2016-02-29","LEI 0057 - Progressive English",,eng,texts,2453,PE,,,,,,,"Faculty of Applied Communication, FAC",,LIFE,,,opensource
mmu-eprint-2447,"D:\Exam paper\Exam paper 5\id\eprint\2447\1\40555.pdf","Trimester 2 2015/2016","2016-02-29","LEI 0067 - Intensive English Language Programme",,eng,texts,2447,PE,,,,,,,"Faculty of Applied Communication, FAC",,LIFE,,,opensource
mmu-eprint-9588,"D:\Exam paper\Exam paper 5\id\eprint\9588\1\40301.pdf","TRI 2, 2015/ 2016","2016-02-29","Media Anthropogy - MLA 2113",,eng,texts,9588,P1,,,,,,,"Faculty of Creative Multimedia, FCM",,FCM,,,opensource
mmu-eprint-2365,"D:\Exam paper\Exam paper 5\id\eprint\2365\1\40450.pdf","Trimester 2 2015/2016","2016-02-29","ECE 3166 - Advanced Microprocessor",,eng,texts,2365,QA76,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-9044,"D:\Exam paper\Exam paper 5\id\eprint\9044\1\39705.pdf","Trimester 2 2015 / 2016","2016-02-29","TCS 1011 - Data Structures And Algorithms",,eng,texts,9044,QA,QA76,,,,,,"Faculty of Information Science and Technology, FIST",,FIST,,,opensource
mmu-eprint-283,"D:\Exam paper\Exam paper 5\id\eprint\283\1\39751.pdf","Trimester 2 2015 / 2016","2016-02-29","UCR 2622 - Criminal Law 2",,eng,texts,283,K1,,,,,,,"Faculty of Law, FOL",,,,,opensource
mmu-eprint-803,"D:\Exam paper\Exam paper 5\id\eprint\803\1\40448.pdf","Multimedia University	Trimester 2 2015/2016","2016-02-29","BAC 3634 - Corporate Accounting 1",,eng,texts,803,HF,HF5601,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-794,"D:\Exam paper\Exam paper 5\id\eprint\794\1\40431.pdf","Trimester 2 2015/2016","2016-02-29","BBM 3824 - Small Business Management",,eng,texts,794,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-778,"D:\Exam paper\Exam paper 5\id\eprint\778\1\40396.pdf","Trimester 2 2015/2016","2016-02-29","BEC 1044 - Macroeconomics",,eng,texts,778,HB,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9531,"D:\Exam paper\Exam paper 5\id\eprint\9531\1\40288.pdf","TRI 2 2015/ 2016","2016-02-29","BEC 1624 - Microeconomics",,eng,texts,9531,HB,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9117,"D:\Exam paper\Exam paper 5\id\eprint\9117\1\40343.pdf","Trimester 2 - 2015/2016","2016-02-29","BEV 3024 - Environmental Economics",,eng,texts,9117,HC,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-6663,"D:\Exam paper\Exam paper 5\id\eprint\6663\1\40437.pdf","Trimester 2 2015/2016","2016-02-29","BFN 2094 - Corporate Risk Management",,eng,texts,6663,HD,HD61,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-788,"D:\Exam paper\Exam paper 5\id\eprint\788\1\40412.pdf","Trimester 2 2015/2016","2016-02-29","BFN 3304 - Financial And Valuation Modelling",,eng,texts,788,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-777,"D:\Exam paper\Exam paper 5\id\eprint\777\1\40395.pdf","Trimester 2 2015/2016","2016-02-29","BMK 2034 - Marketing Strategy",,eng,texts,777,HF,HF5601,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9535,"D:\Exam paper\Exam paper 5\id\eprint\9535\1\40295.pdf","TRI 2 2015/ 2016","2016-02-29","BMK 2854 - Marketing Information Technology",,eng,texts,9535,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-787,"D:\Exam paper\Exam paper 5\id\eprint\787\1\40410.pdf","Trimester 2 2015/2016","2016-02-29","BPO 2064 - Production & Operations Management",,eng,texts,787,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-792,"D:\Exam paper\Exam paper 5\id\eprint\792\1\40429.pdf","Trimester 2 2015/2016","2016-02-29","BPO 2864 - Production & Operations Management",,eng,texts,792,TS,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-830,"D:\Exam paper\Exam paper 5\id\eprint\830\1\40570.pdf","Trimester 2 2015/2016","2016-02-29","DEN 5018 - English",,eng,texts,830,PE,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-8983,"D:\Exam paper\Exam paper 5\id\eprint\8983\1\38992.pdf","TRI 2, 2015/2016","2016-02-27","ETM 7156 - Mobile Wireless Communications",,eng,texts,8983,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-715,"D:\Exam paper\Exam paper 5\id\eprint\715\1\40368.pdf","Trimester 2 2015/2016","2016-02-27","BAC 4654 - E Auditing",,eng,texts,715,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-6226,"D:\Exam paper\Exam paper 5\id\eprint\6226\1\40433.pdf","Trimester 1 - 2019/2020","2016-02-26","ECP 1026 - Algorithms And Data Structures",,eng,texts,6226,QA,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-130,"D:\Exam paper\Exam paper 5\id\eprint\130\1\39061.pdf","Trimester 2 2015/2016","2016-01-26","MLS 7123 - Learning Theories And Strategies",,eng,texts,130,LB,,,,,,,"Faculty of Creative Multimedia, FCM",,FCM,,,opensource
mmu-eprint-8948,"D:\Exam paper\Exam paper 5\id\eprint\8948\1\39062.pdf","Tri 2, 2015/2016","2016-01-22","MIT 7213 - Multimedia & Information Technology",,eng,texts,8948,T1,,,,,,,"Faculty of Creative Multimedia, FCM",,FCM,,,opensource
mmu-eprint-129,"D:\Exam paper\Exam paper 5\id\eprint\129\1\39053.pdf","Trimester 2 2015/2016","2016-01-22","TLD 7011 - Low Level Design Of Software",,eng,texts,129,QA76,,,,,,,"Faculty of Creative Multimedia, FCM",,FCM,,,opensource
mmu-eprint-1351,"D:\Exam paper\Exam paper 5\id\eprint\1351\1\39052.pdf","Trimester 2 2015/2016","2016-01-18","TAL 7011 - Architecture Of Large Software Systems",,eng,texts,1351,QA76,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-8723,"D:\Exam paper\Exam paper 5\id\eprint\8723\1\40772.pdf","Tri 1 2016/2017","2016","DTC 5048 - Digital Communication System",,eng,texts,8723,TK,,,,,,,"Center for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3493,"D:\Exam paper\Exam paper 5\id\eprint\3493\1\41787.pdf","TRI 2016/2017","2016","DAC 5018 - Computer Applications",,eng,texts,3493,QA76,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8522,"D:\Exam paper\Exam paper 5\id\eprint\8522\1\40707.pdf","Tri 1 2016/2017","2016","DAC 5028 - Computerised Accounting Information System",,eng,texts,8522,HF5601,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8728,"D:\Exam paper\Exam paper 5\id\eprint\8728\1\41355.pdf","Tri 2 2016/2017","2016","DAC 5028 - Computerized Accounting Information System",,eng,texts,8728,HF5601,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3486,"D:\Exam paper\Exam paper 5\id\eprint\3486\1\41786.pdf","TRI 2016/2017","2016","DAU 5018 - Auditing 1",,eng,texts,3486,HF5601,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8523,"D:\Exam paper\Exam paper 5\id\eprint\8523\1\40709.pdf","Tri 1 2016/2017","2016","DAU 5018 - Auditing 1",,eng,texts,8523,HF5601,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8790,"D:\Exam paper\Exam paper 5\id\eprint\8790\1\41786.pdf","Tri 3 2016/2017","2016","DAU 5018 - Auditing 1",,eng,texts,8790,HF5601,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8733,"D:\Exam paper\Exam paper 5\id\eprint\8733\1\41359.pdf","Tri 2 2016/2017","2016","DAU 5028 - Auditing 2",,eng,texts,8733,HF5601,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8929,"D:\Exam paper\Exam paper 5\id\eprint\8929\1\40710.pdf","Tri 2016/2017","2016","DAU 5028 - Auditing 2",,eng,texts,8929,HF5601,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3495,"D:\Exam paper\Exam paper 5\id\eprint\3495\1\41788.pdf","TRI 2016/2017","2016","DBL 5018 - Business Law",,eng,texts,3495,K1,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8524,"D:\Exam paper\Exam paper 5\id\eprint\8524\1\40711.pdf","Tri 1 2016/2017","2016","DBL 5018 - Business Law",,eng,texts,8524,K1,,,,,,,"Centre for Diploma Programmes, CDP",,,,,opensource
mmu-eprint-8731,"D:\Exam paper\Exam paper 5\id\eprint\8731\1\41357.pdf","Tri 2 2016/2017","2016","DBL 5018 - Business Law",,eng,texts,8731,K1,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8792,"D:\Exam paper\Exam paper 5\id\eprint\8792\1\41788.pdf","Tri 3 2016/2017","2016","DBL 5018 - Business Law",,eng,texts,8792,K1,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3497,"D:\Exam paper\Exam paper 5\id\eprint\3497\1\41789.pdf","TRI 2016/2017","2016","DBL 5028 - Company Law",,eng,texts,3497,K1,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8526,"D:\Exam paper\Exam paper 5\id\eprint\8526\1\40712.pdf","Tri 1 2016/2017","2016","DBL 5028 - Company Law",,eng,texts,8526,K1,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8739,"D:\Exam paper\Exam paper 5\id\eprint\8739\1\41363.pdf","Tri 2 2016/2017","2016","DBL 5028 - Company Law",,eng,texts,8739,K1,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8793,"D:\Exam paper\Exam paper 5\id\eprint\8793\1\41789.pdf","Tri 3 2016/2017","2016","DBL 5028 - Company Law",,eng,texts,8793,K1,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3501,"D:\Exam paper\Exam paper 5\id\eprint\3501\1\41790.pdf","TRI 2016/2018","2016","DBM 5018 - Business Mathematics",,eng,texts,3501,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3504,"D:\Exam paper\Exam paper 5\id\eprint\3504\1\41791.pdf","TRI 2016/2017","2016","DBM 5028 - Business Finance",,eng,texts,3504,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8637,"D:\Exam paper\Exam paper 5\id\eprint\8637\1\40714.pdf","Tri 1 2016/2017","2016","DBM 5028 - Business Finance",,eng,texts,8637,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8742,"D:\Exam paper\Exam paper 5\id\eprint\8742\1\41364.pdf","Tri 2 2016/2017","2016","DBM 5028 - Business Finance",,eng,texts,8742,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8796,"D:\Exam paper\Exam paper 5\id\eprint\8796\1\41791.pdf","Tri 3 2016/2017","2016","DBM 5028 - Business Finance",,eng,texts,8796,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3507,"D:\Exam paper\Exam paper 5\id\eprint\3507\1\41792.pdf","TRI 2016/2017","2016","DBS 5018 - Business Management",,eng,texts,3507,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8639,"D:\Exam paper\Exam paper 5\id\eprint\8639\1\40715.pdf","Tri 1 2016/2017","2016","DBS 5018 - Business Management",,eng,texts,8639,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8797,"D:\Exam paper\Exam paper 5\id\eprint\8797\1\41792.pdf","Tri 3 2016/2017","2016","DBS 5018 - Business Management",,eng,texts,8797,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3509,"D:\Exam paper\Exam paper 5\id\eprint\3509\1\41793.pdf","TRI 2016/2017","2016","DBS 5028 - E-Commerce",,eng,texts,3509,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8640,"D:\Exam paper\Exam paper 5\id\eprint\8640\1\40716.pdf","Tri 1 2016/2017","2016","DBS 5028 - E-Commerce",,eng,texts,8640,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8735,"D:\Exam paper\Exam paper 5\id\eprint\8735\1\41360.pdf","Tri 2 2016/2017","2016","DBS 5028 - E-Commerce",,eng,texts,8735,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8798,"D:\Exam paper\Exam paper 5\id\eprint\8798\1\41793.pdf","Tri 3 2016/2017","2016","DBS 5028 - E-Commerce",,eng,texts,8798,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3510,"D:\Exam paper\Exam paper 5\id\eprint\3510\1\41794.pdf","TRI 2016/2017","2016","DBS 5048 - Principles Of Marketing",,eng,texts,3510,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8642,"D:\Exam paper\Exam paper 5\id\eprint\8642\1\40717.pdf","Tri 1 2016/2017","2016","DBS 5048 - Principles Of Marketing",,eng,texts,8642,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3512,"D:\Exam paper\Exam paper 5\id\eprint\3512\1\41795.pdf","TRI 2016/2017","2016","DCA 5018 - Electric Circuit",,eng,texts,3512,TK,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3514,"D:\Exam paper\Exam paper 5\id\eprint\3514\1\41796.pdf","TRI 2016/2017","2016","DCA 5038 - Network Analysis",,eng,texts,3514,TK,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8800,"D:\Exam paper\Exam paper 5\id\eprint\8800\1\41797.pdf","Tri 3 2016/2017","2016","DCA 5068 - Field Theory",,eng,texts,8800,QC,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8645,"D:\Exam paper\Exam paper 5\id\eprint\8645\1\40720.pdf","Tri 1 2016/2017","2016","DCE 5028 - Electrical Machines And Power Systems",,eng,texts,8645,TK,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3517,"D:\Exam paper\Exam paper 5\id\eprint\3517\1\41798.pdf","TRI 2016/2017","2016","DCS 5018 - Computer Systems And Applications",,eng,texts,3517,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8801,"D:\Exam paper\Exam paper 5\id\eprint\8801\1\41798.pdf","Tri 3 2016/2017","2016","DCS 5018 - Computer Systems And Applications",,eng,texts,8801,HF,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3519,"D:\Exam paper\Exam paper 5\id\eprint\3519\1\41799.pdf","TRI 2016/2017","2016","DCS 5038 - Program Design",,eng,texts,3519,QA,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3522,"D:\Exam paper\Exam paper 5\id\eprint\3522\1\41800.pdf","TRI 2016/2017","2016","DCS 5058 - Operating Systems",,eng,texts,3522,QA76,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3349,"D:\Exam paper\Exam paper 5\id\eprint\3349\1\41376.pdf","TRI 2016/2017","2016","DCS 5068 - Data Structure & Algorithms",,eng,texts,3349,QA76,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3357,"D:\Exam paper\Exam paper 5\id\eprint\3357\1\41377.pdf","TRI 2016/2017","2016","DCS 5078 - Database Systems",,eng,texts,3357,QA76,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8649,"D:\Exam paper\Exam paper 5\id\eprint\8649\1\40725.pdf","Tri 1 2016/2017","2016","DCS 5078 - Database Systems",,eng,texts,8649,QA76,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8767,"D:\Exam paper\Exam paper 5\id\eprint\8767\1\41377.pdf","Tri 2 2016/2017","2016","DCS 5078 - Database Systems",,eng,texts,8767,QA,QA76,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3524,"D:\Exam paper\Exam paper 5\id\eprint\3524\1\41801.pdf","TRI 2016/2017","2016","DCS 5128 - System Analysis And Design",,eng,texts,3524,QA,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8803,"D:\Exam paper\Exam paper 5\id\eprint\8803\1\41801.pdf","Tri 3 2016/2017","2016","DCS 5128 - System Analysis And Design",,eng,texts,8803,QA,QA76,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3527,"D:\Exam paper\Exam paper 5\id\eprint\3527\1\41802.pdf","TRI 2016/2017","2016","DCS 5138 - Management Information Systems",,eng,texts,3527,T1,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8651,"D:\Exam paper\Exam paper 5\id\eprint\8651\1\40727.pdf","Tri 1 2016/2017","2016","DCS 5138 - Management Information Systems",,eng,texts,8651,T1,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8804,"D:\Exam paper\Exam paper 5\id\eprint\8804\1\41802.pdf","Tri 3 2016/2017","2016","DCS 5138 - Management Information Systems",,eng,texts,8804,T1,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-3530,"D:\Exam paper\Exam paper 5\id\eprint\3530\1\41803.pdf","TRI 2016/2017","2016","DCS 5148 - Introduction To Information Systems",,eng,texts,3530,T1,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8652,"D:\Exam paper\Exam paper 5\id\eprint\8652\1\40728.pdf","Tri 1 2016/2017","2016","DCS 5148 - Introduction To Information Systems",,eng,texts,8652,T1,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8744,"D:\Exam paper\Exam paper 5\id\eprint\8744\1\41366.pdf","Tri 2 2016/2017","2016","DCS 5148 - Introduction To Information Systems",,eng,texts,8744,T1,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
mmu-eprint-8805,"D:\Exam paper\Exam paper 5\id\eprint\8805\1\41803.pdf","Tri 3 2016/2017","2016","DCS 5148 - Introduction To Information Systems",,eng,texts,8805,T1,,,,,,,"Centre for Diploma Programmes, CDP",,fac_eng,,,opensource
